name,min megahertz,max megahertz,min megabytes,max megabytes,min megatexels,max megatexels,VendorID,MinDeviceID,MaxDeviceID,Unsupported,Laptop,m_nDriverVersion_BuildHigh,m_nDriverVersion_BuildLow,m_nDriverVersion_Vista_BuildHigh,m_nDriverVersion_Vista_BuildLow,DefaultRes,MaxDxLevel,DxLevel,MakeMeLast,CentroidHack,NoUserClipPlanes,ConVar.mat_antialias,ConVar.r_fastzreject,ConVar.mat_reducefillrate,ConVar.mat_forceaniso,ConVar.mat_picmip,ConVar.mat_slopescaledepthbias_decal,ConVar.mat_slopescaledepthbias_normal,ConVar.mat_depthbias_decal,ConVar.mat_depthbias_normal,ConVar.mat_trilinear,ConVar.mat_forcehardwaresync,ConVar.mat_specular,ConVar.mat_parallaxmap,ConVar.r_shadowrendertotexture,ConVar.r_waterforceexpensive,ConVar.r_waterforcereflectentities,ConVar.r_rootlod,ConVar.mat_vsync,ConVar.mat_bumpmap,ConVar.r_screenfademinsize,ConVar.r_screenfademaxsize,ConVar.mat_softwarelighting,ConVar.dsp_off,ConVar.dsp_slow_cpu,ConVar.r_shadows,ConVar.r_drawdetailprops,ConVar.r_drawmodeldecals,ConVar.r_drawflecks,ConVar.props_break_max_pieces,ConVar.r_decal_cullsize,ConVar.sv_alternateticks,ConVar.r_dynamic,ConVar.cl_ejectbrass,ConVar.cl_detaildist,ConVar.cl_detailfade,ConVar.r_dopixelvisibility,ConVar.r_VehicleViewDampen,ConVar.mat_forcemanagedtextureintohardware,ConVar.mat_hdr_level,ConVar.r_overlayfademin,ConVar.r_overlayfademax,ConVar.mat_colorcorrection,ConVar.mat_disable_ps_patch,ConVar.mat_motion_blur_enabled,ConVar.r_flashlightdepthtexture,ConVar.mat_disablehwmorph,ConVar.r_portal_stencil_depth,ConVar.mat_tonemapping_occlusion_use_stencil,DisableShaderOptimizations
ATI Radeon X1650,,,,,,,0x1002,0x7181,0x7181,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1300,,,,,,,0x1002,0x7183,0x7183,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon X1450,,,,,,,0x1002,0x7186,0x7186,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1550,,,,,,,0x1002,0x7187,0x7187,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon X2300,,,,,,,0x1002,0x7188,0x7188,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon X2300,,,,,,,0x1002,0x718a,0x718a,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon X1350,,,,,,,0x1002,0x718b,0x718b,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1550,,,,,,,0x1002,0x7193,0x7193,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon X1350,,,,,,,0x1002,0x7196,0x7196,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireMV 2250,,,,,,,0x1002,0x719b,0x719b,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon X1550,,,,,,,0x1002,0x719f,0x719f,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon X1600,,,,,,,0x1002,0x71a1,0x71a1,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1300,,,,,,,0x1002,0x71a3,0x71a3,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1300,,,,,,,0x1002,0x71a7,0x71a7,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1600,,,,,,,0x1002,0x71c0,0x71c0,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Radeon X1650,,,,,,,0x1002,0x71c1,0x71c1,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1600,,,,,,,0x1002,0x71c2,0x71c3,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI MOBILITY FireGL V5200,,,,,,,0x1002,0x71c4,0x71c4,,1,10,6706,1,693,800,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Mobility Radeon X1600,,,,,,,0x1002,0x71c5,0x71c5,,1,10,6706,1,693,800,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Radeon X1650,,,,,,,0x1002,0x71c6,0x71c6,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1600,,,,,,,0x1002,0x71c7,0x71c7,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1600,,,,,,,0x1002,0x71cd,0x71cd,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1300,,,,,,,0x1002,0x71ce,0x71ce,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL V3400,,,,,,,0x1002,0x71d2,0x71d2,,,10,6706,1,693,800,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility FireGL V5250,,,,,,,0x1002,0x71d4,0x71d4,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon X1700,,,,,,,0x1002,0x71d5,0x71d6,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL V5200,,,,,,,0x1002,0x71da,0x71da,,,10,6706,1,693,1024,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon X1700,,,,,,,0x1002,0x71de,0x71de,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon X1600,,,,,,,0x1002,0x71e0,0x71e0,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Radeon X1650,,,,,,,0x1002,0x71e1,0x71e1,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1600,,,,,,,0x1002,0x71e2,0x71e3,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Radeon X1650,,,,,,,0x1002,0x71e6,0x71e7,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1600,,,,,,,0x1002,0x71ed,0x71ed,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1300,,,,,,,0x1002,0x71ee,0x71ee,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL V3400,,,,,,,0x1002,0x71f2,0x71f2,,,10,6706,1,693,1024,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL V5200,,,,,,,0x1002,0x71fa,0x71fa,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon HD 2300,,,,,,,0x1002,0x7210,0x7211,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1950,,,,,,,0x1002,0x7240,0x7240,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon X1950,,,,,,,0x1002,0x7244,0x7244,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon X1950,,,,,,,0x1002,0x7248,0x7248,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon X1900,,,,,,,0x1002,0x7249,0x7249,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,1,,,,,
ATI Radeon X1900,,,,,,,0x1002,0x724b,0x724b,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon X1950,,,,,,,0x1002,0x7260,0x7260,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon X1950,,,,,,,0x1002,0x7264,0x7264,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon X1900,,,,,,,0x1002,0x7269,0x7269,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,1,,,,,
ATI Radeon X1900,,,,,,,0x1002,0x726b,0x726b,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon X1950,,,,,,,0x1002,0x7280,0x7280,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Mobility Radeon X1900,,,,,,,0x1002,0x7284,0x7284,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1950,,,,,,,0x1002,0x7288,0x7288,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon X1650,,,,,,,0x1002,0x7291,0x7291,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1650,,,,,,,0x1002,0x7293,0x7293,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1950,,,,,,,0x1002,0x72a0,0x72a0,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon X1950,,,,,,,0x1002,0x72a8,0x72a8,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon X1650,,,,,,,0x1002,0x72b1,0x72b1,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1650,,,,,,,0x1002,0x72b3,0x72b3,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon 9000/9100 PRO IGP,,,,,,,0x1002,0x7834,0x7834,,,10,6706,1,693,800,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon 9000 IGP,,,,,,,0x1002,0x7835,0x7835,,1,10,6706,1,693,800,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon Xpress 1200,,,,,,,0x1002,0x791e,0x791e,,,10,6706,1,693,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon Xpress 1270,,,,,,,0x1002,0x791f,0x791f,,,10,6706,1,693,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon Xpress 1200,,,,,,,0x1002,0x7941,0x7941,,,10,6706,1,693,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon Xpress 1250,,,,,,,0x1002,0x7942,0x7942,,,10,6706,1,693,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon 2100,,,,,,,0x1002,0x796e,0x796e,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 2900,,,,,,,0x1002,0x9400,0x9400,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon HD 2900,,,,,,,0x1002,0x9403,0x9403,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI Radeon HD 2900,,,,,,,0x1002,0x9405,0x9405,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI FireGL V8650,,,,,,,0x1002,0x940a,0x940a,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FireGL V8600,,,,,,,0x1002,0x940b,0x940b,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FireGL V7600,,,,,,,0x1002,0x940f,0x940f,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4870 X2,,,,,,,0x1002,0x9440,0x9441,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4850,,,,,,,0x1002,0x9442,0x9442,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4850 X2,,,,,,,0x1002,0x9443,0x9443,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V8750,,,,,,,0x1002,0x9444,0x9444,,,10,6706,1,693,800,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 4850,,,,,,,0x1002,0x944a,0x944a,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4830,,,,,,,0x1002,0x944c,0x944c,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4730,,,,,,,0x1002,0x944e,0x944e,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD FireStream 9270,,,,,,,0x1002,0x9450,0x9450,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V8700,,,,,,,0x1002,0x9456,0x9456,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 4870,,,,,,,0x1002,0x945a,0x945a,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4890,,,,,,,0x1002,0x9460,0x9460,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4800,,,,,,,0x1002,0x9462,0x9462,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 4650,,,,,,,0x1002,0x9480,0x9480,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 4670,,,,,,,0x1002,0x9488,0x9488,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4670,,,,,,,0x1002,0x9490,0x9490,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4650,,,,,,,0x1002,0x9495,0x9495,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4650,,,,,,,0x1002,0x9498,0x9498,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V7750,,,,,,,0x1002,0x949c,0x949c,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V5700,,,,,,,0x1002,0x949e,0x949e,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V3750,,,,,,,0x1002,0x949f,0x949f,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 4830,,,,,,,0x1002,0x94a0,0x94a0,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro M7740,,,,,,,0x1002,0x94a3,0x94a3,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4770,,,,,,,0x1002,0x94b3,0x94b3,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4750,,,,,,,0x1002,0x94b4,0x94b4,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4770,,,,,,,0x1002,0x94b5,0x94b5,,,10,6706,1,693,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 2400,,,,,,,0x1002,0x94c1,0x94c1,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon HD 2400,,,,,,,0x1002,0x94c3,0x94c4,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon HD 2350,,,,,,,0x1002,0x94c7,0x94c7,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 2400,,,,,,,0x1002,0x94c8,0x94c9,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon HD 2400,,,,,,,0x1002,0x94cc,0x94cc,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3870,,,,,,,0x1002,0x9500,0x9501,,,10,6706,1,693,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 3850,,,,,,,0x1002,0x9504,0x9504,,,10,6706,1,693,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3850,,,,,,,0x1002,0x9505,0x9505,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 3850 X2,,,,,,,0x1002,0x9506,0x9506,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 3870,,,,,,,0x1002,0x9508,0x9509,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3870,,,,,,,0x1002,0x950f,0x950f,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FireGL V7700,,,,,,,0x1002,0x9511,0x9511,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3850,,,,,,,0x1002,0x9513,0x9513,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3850,,,,,,,0x1002,0x9515,0x9515,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4550,,,,,,,0x1002,0x9540,0x9540,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4350,,,,,,,0x1002,0x954f,0x954f,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 4300,,,,,,,0x1002,0x9552,0x9552,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 4570,,,,,,,0x1002,0x9553,0x9553,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 4550,,,,,,,0x1002,0x9555,0x9555,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 2600,,,,,,,0x1002,0x9580,0x9580,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 2600,,,,,,,0x1002,0x9581,0x9581,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon HD 2600,,,,,,,0x1002,0x9583,0x9583,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon HD 2600,,,,,,,0x1002,0x9586,0x958a,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ATI FireGL V5600,,,,,,,0x1002,0x958c,0x958c,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FireGL V3600,,,,,,,0x1002,0x958d,0x958d,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 3650,,,,,,,0x1002,0x9591,0x9591,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility FireGL V5725,,,,,,,0x1002,0x9593,0x9593,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3650,,,,,,,0x1002,0x9596,0x9598,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3600,,,,,,,0x1002,0x9597,0x9599,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
